id,city_id,name,marker,coordinates,cable_id
tyra,10782,Tyra,measle_white,"<Point><coordinates>4.748515,55.715608</coordinates></Point>",1737
valdemar,10781,Valdemar,measle_white,"<Point><coordinates>4.564335,55.804085</coordinates></Point>",1737
south-arne,10780,South Arne,measle_white,"<Point><coordinates>4.228398,56.078303</coordinates></Point>",1737
tjornuvik-faeroe-islands,5724,"Tjornuvik, Faeroe Islands",measle_white,"<Point><coordinates>-7.147231,62.289921</coordinates></Point>",1737
vestmannaeyjar-iceland,5858,"Vestmannaeyjar, Iceland",measle_white,"<Point><coordinates>-20.267293,63.437675</coordinates></Point>",1737
ajaccio-france,6053,"Ajaccio, France",measle_white,"<Point><coordinates>8.738650,41.919326,0</coordinates></Point>",1428
la-seyne-france,7766,"La Seyne, France",measle_white,"<Point><coordinates>5.878104,43.102919</coordinates></Point>",1428
lle-rousse-france,7765,"L’Île-Rousse, France",measle_white,"<Point><coordinates>8.937087,42.636513</coordinates></Point>",1427
cannes-france,6279,"Cannes, France",measle_white,"<Point><coordinates>7.017361,43.552919</coordinates></Point>",1427
new-york-new-york-united-states,3715,"New York, New York, United States",measle_white,"<Point><coordinates>-74.005940,40.714346,0</coordinates></Point>",1728
condado-beach-pr-united-states,6084,"Condado Beach, PR, United States",measle_white,"<Point><coordinates>-66.077965,18.459864</coordinates></Point>",1229
alsgarde-denmark,10737,"Alsgarde, Denmark",measle_white,"<Point><coordinates>12.536890,56.074885,0</coordinates></Point>",1730
pargas-finland,6083,"Pargas, Finland",measle_white,"<Point><coordinates>22.301046,60.306621</coordinates></Point>",1340
kristiansand-norway,3131,"Kristiansand, Norway",measle_white,"<Point><coordinates>7.996267,58.150958</coordinates></Point>",1327
thisted-denmark,6054,"Thisted, Denmark",measle_white,"<Point><coordinates>8.703493,56.959162</coordinates></Point>",1327
arendal-norway,6056,"Arendal, Norway",measle_white,"<Point><coordinates>8.772439,58.461700,0</coordinates></Point>",1326
hjrring-denmark,5821,"Hjørring, Denmark",measle_white,"<Point><coordinates>9.995583,57.456135</coordinates></Point>",1326
dieppe-france,5831,"Dieppe, France",measle_white,"<Point><coordinates>1.077521,49.923033</coordinates></Point>",1314
brighton-united-kingdom,3170,"Brighton, United Kingdom",measle_white,"<Point><coordinates>-0.137176,50.822544</coordinates></Point>",1314
monte-carlo-monaco,6028,"Monte Carlo, Monaco",measle_white,"<Point><coordinates>7.427225,43.739735</coordinates></Point>",1302
otranto-italy,6027,"Otranto, Italy",measle_white,"<Point><coordinates>18.485715,40.148037</coordinates></Point>",1299
bar-montenegro,9342,"Bar, Montenegro",measle_white,"<Point><coordinates>19.100266,42.093056</coordinates></Point>",1295
umag-croatia,6017,"Umag, Croatia",measle_white,"<Point><coordinates>13.520190,45.433093,0</coordinates></Point>",1286
mestre-italy,6016,"Mestre, Italy",measle_white,"<Point><coordinates>12.244117,45.495886</coordinates></Point>",1286
vaasa-finland,5052,"Vaasa, Finland",measle_white,"<Point><coordinates>21.616378,63.095194</coordinates></Point>",1271
ume-sweden,6004,"Umeå, Sweden",measle_white,"<Point><coordinates>20.262961,63.825858</coordinates></Point>",1271
nynashamn-sweden,5951,"Nynashamn, Sweden",measle_white,"<Point><coordinates>17.946555,58.902911</coordinates></Point>",1270
meremisa-estonia,5999,"Meremöisa, Estonia",measle_white,"<Point><coordinates>24.276631,59.400860,0</coordinates></Point>",1268
mielno-poland,5993,"Mielno, Poland",measle_white,"<Point><coordinates>16.062279,54.259945</coordinates></Point>",1262
gedebak-odde-denmark,5994,"Gedebak Odde, Denmark",measle_white,"<Point><coordinates>14.966674,55.012581</coordinates></Point>",1262
vdd-sweden,6000,"Väddö, Sweden",measle_white,"<Point><coordinates>18.816575,59.983379</coordinates></Point>",1208
norrtalge-sweden,6171,"Norrtalge, Sweden",measle_white,"<Point><coordinates>18.701340,59.759649,0</coordinates></Point>",1207
turku-finland,3126,"Turku, Finland",measle_white,"<Point><coordinates>22.259249,60.449297</coordinates></Point>",1207
santo-domingo-dominican-republic,4242,"Santo Domingo, Dominican Republic",measle_white,"<Point><coordinates>-69.983285,18.500001</coordinates></Point>",1227
dubrovnik-croatia,6043,"Dubrovnik, Croatia",measle_white,"<Point><coordinates>18.106419,42.641884</coordinates></Point>",1317
corfu-greece,6024,"Corfu, Greece",measle_white,"<Point><coordinates>19.919504,39.619327</coordinates></Point>",1299
corfu-greece,6024,"Corfu, Greece",measle_white,"<Point><coordinates>19.919504,39.619327</coordinates></Point>",1295
corfu-greece,6024,"Corfu, Greece",measle_white,"<Point><coordinates>19.919504,39.619327</coordinates></Point>",1317
durres-albania,6025,"Durres, Albania",measle_white,"<Point><coordinates>19.450070,41.316689,0</coordinates></Point>",1317
durres-albania,6025,"Durres, Albania",measle_white,"<Point><coordinates>19.450070,41.316689,0</coordinates></Point>",1296
bridgetown-barbados,4202,"Bridgetown, Barbados",measle_white,"<Point><coordinates>-59.613368,13.098929</coordinates></Point>",1290
castries-saint-lucia,4207,"Castries, Saint Lucia",measle_white,"<Point><coordinates>-61.006825,13.994241</coordinates></Point>",1290
pointe-a-pitre-guadeloupe,4906,"Pointe-a-Pitre, Guadeloupe",measle_white,"<Point><coordinates>-61.533094,16.241017</coordinates></Point>",1290
roseau-dominica,4260,"Roseau, Dominica",measle_white,"<Point><coordinates>-61.370741,15.251760,0</coordinates></Point>",1290
plymouth-montserrat,4355,"Plymouth, Montserrat",measle_white,"<Point><coordinates>-62.215711,16.706545</coordinates></Point>",1290
the-valley-anguilla,4195,"The Valley, Anguilla",measle_white,"<Point><coordinates>-63.057214,18.217384</coordinates></Point>",1290
santos-brazil,3411,"Santos, Brazil",measle_white,"<Point><coordinates>-46.328072,-23.961795</coordinates></Point>",1725
santos-brazil,3411,"Santos, Brazil",measle_white,"<Point><coordinates>-46.328072,-23.961795</coordinates></Point>",1860
santos-brazil,3411,"Santos, Brazil",measle_white,"<Point><coordinates>-46.328072,-23.961795</coordinates></Point>",1787
cagliari-italy,3162,"Cagliari, Italy",measle_white,"<Point><coordinates>9.109353,39.215323</coordinates></Point>",1729
civitavecchia-italy,7751,"Civitavecchia, Italy",measle_white,"<Point><coordinates>11.796851,42.091103</coordinates></Point>",1729
olbia-italy,8592,"Olbia, Italy",measle_white,"<Point><coordinates>9.486892,40.922549</coordinates></Point>",1729
khark-island-iran,10603,"Khark Island, Iran",measle_white,"<Point><coordinates>50.312067,29.245796</coordinates></Point>",1250
soroosh-platform-iran,10604,"Soroosh Platform, Iran",measle_white,"<Point><coordinates>49.478083,29.072457</coordinates></Point>",1250
diba-oman,10579,"Diba, Oman",measle_white,"<Point><coordinates>56.258061,25.616990,0</coordinates></Point>",1695
ijmuiden-netherlands,10414,"Ijmuiden, Netherlands",measle_white,"<Point><coordinates>4.612773,52.460922</coordinates></Point>",1343
tanah-merah-singapore,9135,"Tanah Merah, Singapore",measle_white,"<Point><coordinates>103.946612,1.327255</coordinates></Point>",1683
tanah-merah-singapore,9135,"Tanah Merah, Singapore",measle_white,"<Point><coordinates>103.946612,1.327255</coordinates></Point>",1617
nanhui-china,5804,"Nanhui, China",measle_white,"<Point><coordinates>121.191428,30.306343</coordinates></Point>",1786
nanhui-china,5804,"Nanhui, China",measle_white,"<Point><coordinates>121.191428,30.306343</coordinates></Point>",1617
west-palm-beach-fl-united-states,3824,"West Palm Beach, FL, United States",measle_white,"<Point><coordinates>-80.053349,26.715329</coordinates></Point>",1643
magens-bay-vi-united-states,5758,"Magen's Bay, VI, United States",measle_white,"<Point><coordinates>-64.937096,18.372950,0</coordinates></Point>",1229
magens-bay-vi-united-states,5758,"Magen's Bay, VI, United States",measle_white,"<Point><coordinates>-64.937096,18.372950,0</coordinates></Point>",1643
magens-bay-vi-united-states,5758,"Magen's Bay, VI, United States",measle_white,"<Point><coordinates>-64.937096,18.372950,0</coordinates></Point>",1645
ayia-napa-cyprus,6029,"Ayia Napa, Cyprus",measle_white,"<Point><coordinates>33.999966,34.983294</coordinates></Point>",1304
nahariyya-israel,5866,"Nahariyya, Israel",measle_white,"<Point><coordinates>35.094692,33.011224</coordinates></Point>",1304
tricomo-cyprus,10388,"Tricomo, Cyprus",measle_white,"<Point><coordinates>33.896841,35.297258</coordinates></Point>",1705
samandag-turkey,10382,"Samandag, Turkey",measle_white,"<Point><coordinates>35.999281,36.082317</coordinates></Point>",1705
girne-cyprus,9661,"Girne, Cyprus",measle_white,"<Point><coordinates>33.236294,35.299114</coordinates></Point>",1341
mersin-turkey,9080,"Mersin, Turkey",measle_white,"<Point><coordinates>34.633364,36.799992</coordinates></Point>",1341
daet-philippines,10355,"Daet, Philippines",measle_white,"<Point><coordinates>122.949923,14.116604</coordinates></Point>",1679
dartmouth-united-kingdom,10381,"Dartmouth, United Kingdom",measle_white,"<Point><coordinates>-3.578385,50.351743</coordinates></Point>",1703
st-ouens-bay-jersey,10379,"St. Ouens Bay, Jersey",measle_white,"<Point><coordinates>-2.225896,49.215709</coordinates></Point>",1704
archirondel-jersey,10377,"Archirondel, Jersey",measle_white,"<Point><coordinates>-2.021306,49.225279</coordinates></Point>",1700
surville-france,10378,"Surville, France",measle_white,"<Point><coordinates>-1.650017,49.283287</coordinates></Point>",1700
greve-de-lecq-jersey,10375,"Greve de Lecq, Jersey",measle_white,"<Point><coordinates>-2.201433,49.247935</coordinates></Point>",1702
greve-de-lecq-jersey,10375,"Greve de Lecq, Jersey",measle_white,"<Point><coordinates>-2.201433,49.247935</coordinates></Point>",1700
havelet-bay-guernsey,10376,"Havelet Bay, Guernsey",measle_white,"<Point><coordinates>-2.529509,49.450963</coordinates></Point>",1700
new-victoria-ns-canada,9374,"New Victoria, NS, Canada",measle_white,"<Point><coordinates>-60.129579,46.252917</coordinates></Point>",1577
rose-blanche-nl-canada,9375,"Rose Blanche, NL, Canada",measle_white,"<Point><coordinates>-58.686611,47.617663</coordinates></Point>",1577
lancresse-bay-guernsey,10380,"L'Ancresse Bay, Guernsey",measle_white,"<Point><coordinates>-2.533464,49.503404</coordinates></Point>",1784
lancresse-bay-guernsey,10380,"L'Ancresse Bay, Guernsey",measle_white,"<Point><coordinates>-2.533464,49.503404</coordinates></Point>",1703
saints-bay-united-kingdom,10374,"Saints Bay, United Kingdom",measle_white,"<Point><coordinates>-2.558025,49.423326</coordinates></Point>",1702
saints-bay-united-kingdom,10374,"Saints Bay, United Kingdom",measle_white,"<Point><coordinates>-2.558025,49.423326</coordinates></Point>",1697
pembroke-united-kingdom,10373,"Pembroke, United Kingdom",measle_white,"<Point><coordinates>-2.537614,49.509556</coordinates></Point>",1697
malabo-equatorial-guinea,4224,"Malabo, Equatorial Guinea",measle_white,"<Point><coordinates>8.783376,3.749813</coordinates></Point>",1842
malabo-equatorial-guinea,4224,"Malabo, Equatorial Guinea",measle_white,"<Point><coordinates>8.783376,3.749813</coordinates></Point>",1699
palma-spain,4723,"Palma, Spain",measle_white,"<Point><coordinates>2.605254,39.552335</coordinates></Point>",1696
santa-cruz-de-la-palma-canary-islands-spain,7776,"Santa Cruz de La Palma, Canary Islands, Spain",measle_white,"<Point><coordinates>-17.765244,28.663180,0</coordinates></Point>",1666
nukualofa-tonga,10315,"Nuku'alofa, Tonga",measle_white,"<Point><coordinates>-175.200032,-21.133281</coordinates></Point>",1687
fresh-creek-bahamas,10358,"Fresh Creek, Bahamas",measle_white,"<Point><coordinates>-77.844610,24.689842,0</coordinates></Point>",1510
port-nelson-bahamas,10363,"Port Nelson, Bahamas",measle_white,"<Point><coordinates>-74.840558,23.652147</coordinates></Point>",1510
george-town-bahamas,10359,"George Town, Bahamas",measle_white,"<Point><coordinates>-75.788019,23.516502</coordinates></Point>",1510
clarence-town-bahamas,10360,"Clarence Town, Bahamas",measle_white,"<Point><coordinates>-74.966193,23.098338</coordinates></Point>",1510
cockburn-town-bahamas,10364,"Cockburn Town, Bahamas",measle_white,"<Point><coordinates>-74.530256,24.052537</coordinates></Point>",1510
governors-harbor-bahamas,10357,"Governors Harbor, Bahamas",measle_white,"<Point><coordinates>-76.240655,25.196091</coordinates></Point>",1510
duncan-town-bahamas,10361,"Duncan Town, Bahamas",measle_white,"<Point><coordinates>-75.733478,22.183300,0</coordinates></Point>",1510
mayaguana-bahamas,10362,"Mayaguana, Bahamas",measle_white,"<Point><coordinates>-73.064143,22.401561</coordinates></Point>",1510
miami-florida-united-states,3696,"Miami, Florida, United States",measle_white,"<Point><coordinates>-80.226396,25.788669</coordinates></Point>",1686
kuala-tungkal-indonesia,10283,"Kuala Tungkal, Indonesia",measle_white,"<Point><coordinates>103.466730,-0.816494,0</coordinates></Point>",1680
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1832
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1833
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1785
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1680
sakra-island-singapore,10307,"Sakra Island, Singapore",measle_white,"<Point><coordinates>103.704229,1.258896</coordinates></Point>",1680
grover-beach-california-united-states,5748,"Grover Beach, California, United States",measle_white,"<Point><coordinates>-120.621445,35.120598</coordinates></Point>",1007
shima-japan,5883,"Shima, Japan",measle_white,"<Point><coordinates>136.874331,34.336810,0</coordinates></Point>",1794
shima-japan,5883,"Shima, Japan",measle_white,"<Point><coordinates>136.874331,34.336810,0</coordinates></Point>",1617
shima-japan,5883,"Shima, Japan",measle_white,"<Point><coordinates>136.874331,34.336810,0</coordinates></Point>",1007
ajigaura-japan,5884,"Ajigaura, Japan",measle_white,"<Point><coordinates>140.612220,36.383586,0</coordinates></Point>",1007
brookhaven-new-york-united-states,4512,"Brookhaven, New York, United States",measle_white,"<Point><coordinates>-72.912288,40.773135</coordinates></Point>",1143
beverwijk-netherlands,3080,"Beverwijk, Netherlands",measle_white,"<Point><coordinates>4.656913,52.486313</coordinates></Point>",1143
whitesands-bay-united-kingdom,3081,"Whitesands Bay, United Kingdom",measle_white,"<Point><coordinates>-5.698453,50.078501</coordinates></Point>",1143
brookhaven-new-york-united-states,4512,"Brookhaven, New York, United States",measle_white,"<Point><coordinates>-72.912288,40.773135</coordinates></Point>",1070
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819421,17.771876</coordinates></Point>",1070
hollywood-florida-united-states,3650,"Hollywood, Florida, United States",measle_white,"<Point><coordinates>-80.160234,26.010251</coordinates></Point>",1070
grover-beach-california-united-states,5748,"Grover Beach, California, United States",measle_white,"<Point><coordinates>-120.621445,35.120598</coordinates></Point>",1072
tijuana-mexico,3484,"Tijuana, Mexico",measle_white,"<Point><coordinates>-117.038243,32.530853</coordinates></Point>",1072
northport-new-york-united-states,9762,"Northport, New York, United States",measle_white,"<Point><coordinates>-73.344124,40.909463</coordinates></Point>",1028
morro-bay-california-united-states,5751,"Morro Bay, California, United States",measle_white,"<Point><coordinates>-120.847226,35.366692</coordinates></Point>",1009
spencer-beach-hawaii-united-states,5752,"Spencer Beach, Hawaii, United States",measle_white,"<Point><coordinates>-155.822063,20.023145</coordinates></Point>",1009
takapuna-new-zealand,5918,"Takapuna, New Zealand",measle_white,"<Point><coordinates>174.767867,-36.787961</coordinates></Point>",1009
whenuapai-new-zealand,5919,"Whenuapai, New Zealand",measle_white,"<Point><coordinates>174.623336,-36.788840,0</coordinates></Point>",1009
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819421,17.771876</coordinates></Point>",1084
valparaso-chile,3331,"Valparaíso, Chile",measle_white,"<Point><coordinates>-71.620492,-33.045775</coordinates></Point>",1791
valparaso-chile,3331,"Valparaíso, Chile",measle_white,"<Point><coordinates>-71.620492,-33.045775</coordinates></Point>",1084
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1856
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1787
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1669
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1725
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1709
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1686
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1084
lurin-peru,5930,"Lurin, Peru",measle_white,"<Point><coordinates>-76.874298,-12.278500,0</coordinates></Point>",1084
rio-de-janeiro-brazil,3242,"Rio de Janeiro, Brazil",measle_white,"<Point><coordinates>-43.209568,-22.903397</coordinates></Point>",1686
rio-de-janeiro-brazil,3242,"Rio de Janeiro, Brazil",measle_white,"<Point><coordinates>-43.209568,-22.903397</coordinates></Point>",1084
santos-brazil,3411,"Santos, Brazil",measle_white,"<Point><coordinates>-46.328072,-23.961795</coordinates></Point>",1084
las-toninas-argentina,3330,"Las Toninas, Argentina",measle_white,"<Point><coordinates>-56.695499,-36.472532</coordinates></Point>",1132
maldonado-uruguay,5963,"Maldonado, Uruguay",measle_white,"<Point><coordinates>-54.950187,-34.900364</coordinates></Point>",1860
maldonado-uruguay,5963,"Maldonado, Uruguay",measle_white,"<Point><coordinates>-54.950187,-34.900364</coordinates></Point>",1132
las-toninas-argentina,3330,"Las Toninas, Argentina",measle_white,"<Point><coordinates>-56.695499,-36.472532</coordinates></Point>",1084
fort-amador-panama,5925,"Fort Amador, Panama",measle_white,"<Point><coordinates>-79.546757,8.934087</coordinates></Point>",1084
kitaibaraki-japan,5703,"Kitaibaraki, Japan",measle_white,"<Point><coordinates>140.750891,36.801750,0</coordinates></Point>",1010
shima-japan,5883,"Shima, Japan",measle_white,"<Point><coordinates>136.874331,34.336810,0</coordinates></Point>",1010
maruyama-japan,5887,"Maruyama, Japan",measle_white,"<Point><coordinates>139.816908,35.037493</coordinates></Point>",1786
maruyama-japan,5887,"Maruyama, Japan",measle_white,"<Point><coordinates>139.816908,35.037493</coordinates></Point>",1679
maruyama-japan,5887,"Maruyama, Japan",measle_white,"<Point><coordinates>139.816908,35.037493</coordinates></Point>",1617
maruyama-japan,5887,"Maruyama, Japan",measle_white,"<Point><coordinates>139.816908,35.037493</coordinates></Point>",1010
makaha-hawaii-united-states,5760,"Makaha, Hawaii, United States",measle_white,"<Point><coordinates>-158.206046,21.460253</coordinates></Point>",1823
makaha-hawaii-united-states,5760,"Makaha, Hawaii, United States",measle_white,"<Point><coordinates>-158.206046,21.460253</coordinates></Point>",1791
makaha-hawaii-united-states,5760,"Makaha, Hawaii, United States",measle_white,"<Point><coordinates>-158.206046,21.460253</coordinates></Point>",1456
makaha-hawaii-united-states,5760,"Makaha, Hawaii, United States",measle_white,"<Point><coordinates>-158.206046,21.460253</coordinates></Point>",1010
morro-bay-california-united-states,5751,"Morro Bay, California, United States",measle_white,"<Point><coordinates>-120.847226,35.366692</coordinates></Point>",1010
manchester-california-united-states,3687,"Manchester, California, United States",measle_white,"<Point><coordinates>-123.686971,38.969229</coordinates></Point>",1010
porthcurno-united-kingdom,3082,"Porthcurno, United Kingdom",measle_white,"<Point><coordinates>-5.654507,50.043052</coordinates></Point>",1826
porthcurno-united-kingdom,3082,"Porthcurno, United Kingdom",measle_white,"<Point><coordinates>-5.654507,50.043052</coordinates></Point>",1697
porthcurno-united-kingdom,3082,"Porthcurno, United Kingdom",measle_white,"<Point><coordinates>-5.654507,50.043052</coordinates></Point>",1027
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1559
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1739
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1735
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1027
estepona-spain,5943,"Estepona, Spain",measle_white,"<Point><coordinates>-5.145865,36.427141</coordinates></Point>",1251
estepona-spain,5943,"Estepona, Spain",measle_white,"<Point><coordinates>-5.145865,36.427141</coordinates></Point>",1027
palermo-italy,3177,"Palermo, Italy",measle_white,"<Point><coordinates>13.358374,38.121476</coordinates></Point>",1027
alexandria-egypt,6044,"Alexandria, Egypt",measle_white,"<Point><coordinates>29.889812,31.191889</coordinates></Point>",1027
suez-egypt,5825,"Suez, Egypt",measle_white,"<Point><coordinates>32.530142,29.972261</coordinates></Point>",1027
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1559
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1739
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1735
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1027
penang-malaysia,3307,"Penang, Malaysia",measle_white,"<Point><coordinates>100.363020,5.353620,0</coordinates></Point>",1854
penang-malaysia,3307,"Penang, Malaysia",measle_white,"<Point><coordinates>100.363020,5.353620,0</coordinates></Point>",1735
penang-malaysia,3307,"Penang, Malaysia",measle_white,"<Point><coordinates>100.363020,5.353620,0</coordinates></Point>",1027
songkhla-thailand,4265,"Songkhla, Thailand",measle_white,"<Point><coordinates>100.597004,7.078424</coordinates></Point>",1739
songkhla-thailand,4265,"Songkhla, Thailand",measle_white,"<Point><coordinates>100.597004,7.078424</coordinates></Point>",1617
songkhla-thailand,4265,"Songkhla, Thailand",measle_white,"<Point><coordinates>100.597004,7.078424</coordinates></Point>",1027
lantau-island-hong-kong,5852,"Lantau Island, Hong Kong",measle_white,"<Point><coordinates>113.948365,22.271483</coordinates></Point>",1027
miura-japan,5889,"Miura, Japan",measle_white,"<Point><coordinates>139.620619,35.144036</coordinates></Point>",1027
island-park-new-york-united-states,9763,"Island Park, New York, United States",measle_white,"<Point><coordinates>-73.655940,40.600283,0</coordinates></Point>",1028
shantou-china,5803,"Shantou, China",measle_white,"<Point><coordinates>116.675512,23.354588</coordinates></Point>",1031
deep-water-bay-hong-kong,5853,"Deep Water Bay, Hong Kong",measle_white,"<Point><coordinates>114.184010,22.249413,0</coordinates></Point>",1031
taipa-china,5900,"Taipa, China",measle_white,"<Point><coordinates>113.561061,22.156151</coordinates></Point>",1031
batangas-philippines,3218,"Batangas, Philippines",measle_white,"<Point><coordinates>121.064963,13.765530,0</coordinates></Point>",1031
danang-vietnam,5986,"Danang, Vietnam",measle_white,"<Point><coordinates>108.214774,16.051564</coordinates></Point>",1617
danang-vietnam,5986,"Danang, Vietnam",measle_white,"<Point><coordinates>108.214774,16.051564</coordinates></Point>",1031
tungku-brunei,5970,"Tungku, Brunei",measle_white,"<Point><coordinates>114.885865,4.926374</coordinates></Point>",1851
tungku-brunei,5970,"Tungku, Brunei",measle_white,"<Point><coordinates>114.885865,4.926374</coordinates></Point>",1031
mersing-malaysia,5902,"Mersing, Malaysia",measle_white,"<Point><coordinates>103.849932,2.295516</coordinates></Point>",1828
mersing-malaysia,5902,"Mersing, Malaysia",measle_white,"<Point><coordinates>103.849932,2.295516</coordinates></Point>",1679
mersing-malaysia,5902,"Mersing, Malaysia",measle_white,"<Point><coordinates>103.849932,2.295516</coordinates></Point>",1031
tuas-singapore,5938,"Tuas, Singapore",measle_white,"<Point><coordinates>103.647101,1.338193</coordinates></Point>",1559
tuas-singapore,5938,"Tuas, Singapore",measle_white,"<Point><coordinates>103.647101,1.338193</coordinates></Point>",1031
tuckerton-new-jersey-united-states,3808,"Tuckerton, New Jersey, United States",measle_white,"<Point><coordinates>-74.337922,39.603897</coordinates></Point>",1076
st-davids-bermuda,5793,"St. David’s, Bermuda",measle_white,"<Point><coordinates>-64.769518,32.312201</coordinates></Point>",1076
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1076
boca-raton-florida-united-states,3563,"Boca Raton, Florida, United States",measle_white,"<Point><coordinates>-80.088945,26.350290,0</coordinates></Point>",1787
boca-raton-florida-united-states,3563,"Boca Raton, Florida, United States",measle_white,"<Point><coordinates>-80.088945,26.350290,0</coordinates></Point>",1076
okinawa-japan,5886,"Okinawa, Japan",measle_white,"<Point><coordinates>127.680585,26.212399</coordinates></Point>",1692
okinawa-japan,5886,"Okinawa, Japan",measle_white,"<Point><coordinates>127.680585,26.212399</coordinates></Point>",1031
keoje-korea-rep-,5975,"Keoje, Korea, Rep.",measle_white,"<Point><coordinates>128.620819,34.880657</coordinates></Point>",1031
shanghai-china,3246,"Shanghai, China",measle_white,"<Point><coordinates>121.472483,31.247553</coordinates></Point>",1031
toucheng-taiwan,5981,"Toucheng, Taiwan",measle_white,"<Point><coordinates>121.801486,24.863572</coordinates></Point>",1786
toucheng-taiwan,5981,"Toucheng, Taiwan",measle_white,"<Point><coordinates>121.801486,24.863572</coordinates></Point>",1617
toucheng-taiwan,5981,"Toucheng, Taiwan",measle_white,"<Point><coordinates>121.801486,24.863572</coordinates></Point>",1031
fangshan-taiwan,5980,"Fangshan, Taiwan",measle_white,"<Point><coordinates>120.662132,22.249218</coordinates></Point>",1031
ancol-indonesia,5860,"Ancol, Indonesia",measle_white,"<Point><coordinates>106.833330,-6.129382,0</coordinates></Point>",1031
perth-australia,3239,"Perth, Australia",measle_white,"<Point><coordinates>115.857251,-31.953393</coordinates></Point>",1845
perth-australia,3239,"Perth, Australia",measle_white,"<Point><coordinates>115.857251,-31.953393</coordinates></Point>",1783
perth-australia,3239,"Perth, Australia",measle_white,"<Point><coordinates>115.857251,-31.953393</coordinates></Point>",1031
penang-malaysia,3307,"Penang, Malaysia",measle_white,"<Point><coordinates>100.363020,5.353620,0</coordinates></Point>",1031
satun-thailand,5956,"Satun, Thailand",measle_white,"<Point><coordinates>100.066145,6.613190,0</coordinates></Point>",1854
satun-thailand,5956,"Satun, Thailand",measle_white,"<Point><coordinates>100.066145,6.613190,0</coordinates></Point>",1559
satun-thailand,5956,"Satun, Thailand",measle_white,"<Point><coordinates>100.066145,6.613190,0</coordinates></Point>",1739
satun-thailand,5956,"Satun, Thailand",measle_white,"<Point><coordinates>100.066145,6.613190,0</coordinates></Point>",1031
pyapon-myanmar,5911,"Pyapon, Myanmar",measle_white,"<Point><coordinates>95.681968,16.282228</coordinates></Point>",1031
mt-lavinia-sri-lanka,5949,"Mt. Lavinia, Sri Lanka",measle_white,"<Point><coordinates>79.866741,6.832721</coordinates></Point>",1031
cochin-india,4322,"Cochin, India",measle_white,"<Point><coordinates>76.269575,9.938091</coordinates></Point>",1031
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1031
karachi-pakistan,3259,"Karachi, Pakistan",measle_white,"<Point><coordinates>67.028563,24.889353</coordinates></Point>",1849
karachi-pakistan,3259,"Karachi, Pakistan",measle_white,"<Point><coordinates>67.028563,24.889353</coordinates></Point>",1559
karachi-pakistan,3259,"Karachi, Pakistan",measle_white,"<Point><coordinates>67.028563,24.889353</coordinates></Point>",1739
