id,city_id,name,marker,coordinates,cable_id
helsingborg-sweden,3268,"Helsingborg, Sweden",measle_white,"<Point><coordinates>12.695874,56.043831</coordinates></Point>",1259
helsingborg-sweden,3268,"Helsingborg, Sweden",measle_white,"<Point><coordinates>12.695874,56.043831</coordinates></Point>",1544
saeby-denmark,10606,"Saeby, Denmark",measle_white,"<Point><coordinates>10.516579,57.330842</coordinates></Point>",1760
saeby-denmark,10606,"Saeby, Denmark",measle_white,"<Point><coordinates>10.516579,57.330842</coordinates></Point>",1218
helsingr-denmark,6065,"Helsingør, Denmark",measle_white,"<Point><coordinates>12.592164,56.030452</coordinates></Point>",1259
helsingr-denmark,6065,"Helsingør, Denmark",measle_white,"<Point><coordinates>12.592164,56.030452</coordinates></Point>",1731
helsingr-denmark,6065,"Helsingør, Denmark",measle_white,"<Point><coordinates>12.592164,56.030452</coordinates></Point>",1544
dragor-denmark,8400,"Dragor, Denmark",measle_white,"<Point><coordinates>12.670191,55.593538</coordinates></Point>",1545
bunkeflostand-sweden,8401,"Bunkeflostand, Sweden",measle_white,"<Point><coordinates>12.918726,55.556819</coordinates></Point>",1545
tuborg-denmark,8402,"Tuborg, Denmark",measle_white,"<Point><coordinates>12.545581,55.721956</coordinates></Point>",1541
barsebck-sweden,8403,"Barsebäck, Sweden",measle_white,"<Point><coordinates>12.955445,55.770393</coordinates></Point>",1541
whitesands-bay-united-kingdom,3081,"Whitesands Bay, United Kingdom",measle_white,"<Point><coordinates>-5.698453,50.078501</coordinates></Point>",1547
ballygrangans-ireland,8406,"Ballygrangans, Ireland",measle_white,"<Point><coordinates>-6.558804,52.184067</coordinates></Point>",1547
ballinesker-ireland,8407,"Ballinesker, Ireland",measle_white,"<Point><coordinates>-6.364859,52.401449</coordinates></Point>",1547
blackpool-united-kingdom,8408,"Blackpool, United Kingdom",measle_white,"<Point><coordinates>-3.050749,53.808675</coordinates></Point>",1753
blackpool-united-kingdom,8408,"Blackpool, United Kingdom",measle_white,"<Point><coordinates>-3.050749,53.808675</coordinates></Point>",1616
blackpool-united-kingdom,8408,"Blackpool, United Kingdom",measle_white,"<Point><coordinates>-3.050749,53.808675</coordinates></Point>",1092
dublin-ireland,3077,"Dublin, Ireland",measle_white,"<Point><coordinates>-6.248257,53.348031</coordinates></Point>",1092
barranquilla-colombia,4315,"Barranquilla, Colombia",measle_white,"<Point><coordinates>-74.779767,10.940434</coordinates></Point>",1083
punta-carnero-ecuador,5824,"Punta Carnero, Ecuador",measle_white,"<Point><coordinates>-80.914433,-2.272939</coordinates></Point>",1083
paddington-australia,5779,"Paddington, Australia",measle_white,"<Point><coordinates>151.228621,-33.882103</coordinates></Point>",1526
keawaula-hawaii-united-states,5754,"Keawaula, Hawaii, United States",measle_white,"<Point><coordinates>-158.151700,21.425683,0</coordinates></Point>",1526
mancora-peru,8484,"Mancora, Peru",measle_white,"<Point><coordinates>-81.053788,-4.153992</coordinates></Point>",1083
ponta-delgada-portugal,5945,"Ponta Delgada, Portugal",measle_white,"<Point><coordinates>-25.668756,37.739249</coordinates></Point>",1801
ponta-delgada-portugal,5945,"Ponta Delgada, Portugal",measle_white,"<Point><coordinates>-25.668756,37.739249</coordinates></Point>",1800
ponta-delgada-portugal,5945,"Ponta Delgada, Portugal",measle_white,"<Point><coordinates>-25.668756,37.739249</coordinates></Point>",1046
cartagena-colombia,5693,"Cartagena, Colombia",measle_white,"<Point><coordinates>-75.505695,10.386723</coordinates></Point>",1554
boca-raton-florida-united-states,3563,"Boca Raton, Florida, United States",measle_white,"<Point><coordinates>-80.088945,26.350290,0</coordinates></Point>",1554
trapani-italy,5876,"Trapani, Italy",measle_white,"<Point><coordinates>12.513648,38.017960,0</coordinates></Point>",1555
kelibia-tunisia,6015,"Kelibia, Tunisia",measle_white,"<Point><coordinates>11.089918,36.849308</coordinates></Point>",1772
kelibia-tunisia,6015,"Kelibia, Tunisia",measle_white,"<Point><coordinates>11.089918,36.849308</coordinates></Point>",1555
manasquan-new-jersey-united-states,3686,"Manasquan, New Jersey, United States",measle_white,"<Point><coordinates>-74.047053,40.123330,0</coordinates></Point>",1551
st-davids-bermuda,5793,"St. David’s, Bermuda",measle_white,"<Point><coordinates>-64.769518,32.312201</coordinates></Point>",1551
mersing-malaysia,5902,"Mersing, Malaysia",measle_white,"<Point><coordinates>103.849932,2.295516</coordinates></Point>",1507
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1507
sri-racha-thailand,6014,"Sri Racha, Thailand",measle_white,"<Point><coordinates>100.930598,13.174320,0</coordinates></Point>",1507
tungku-brunei,5970,"Tungku, Brunei",measle_white,"<Point><coordinates>114.885865,4.926374</coordinates></Point>",1507
vung-tau-vietnam,6013,"Vung Tau, Vietnam",measle_white,"<Point><coordinates>107.079228,10.341899</coordinates></Point>",1739
vung-tau-vietnam,6013,"Vung Tau, Vietnam",measle_white,"<Point><coordinates>107.079228,10.341899</coordinates></Point>",1507
lantau-island-hong-kong,5852,"Lantau Island, Hong Kong",measle_white,"<Point><coordinates>113.948365,22.271483</coordinates></Point>",1507
san-luis-obispo-california-united-states,3772,"San Luis Obispo, California, United States",measle_white,"<Point><coordinates>-120.662753,35.285051</coordinates></Point>",1507
ballesteros-philippines,8541,"Ballesteros, Philippines",measle_white,"<Point><coordinates>121.513987,18.409376</coordinates></Point>",1534
vung-tau-vietnam,6013,"Vung Tau, Vietnam",measle_white,"<Point><coordinates>107.079228,10.341899</coordinates></Point>",1534
deep-water-bay-hong-kong,5853,"Deep Water Bay, Hong Kong",measle_white,"<Point><coordinates>114.184010,22.249413,0</coordinates></Point>",1534
morant-point-jamaica,8685,"Morant Point, Jamaica",measle_white,"<Point><coordinates>-76.184357,17.918360,0</coordinates></Point>",1554
keawaula-hawaii-united-states,5754,"Keawaula, Hawaii, United States",measle_white,"<Point><coordinates>-158.151700,21.425683,0</coordinates></Point>",1507
tanguisson-point-guam,3251,"Tanguisson Point, Guam",measle_white,"<Point><coordinates>144.809288,13.549124</coordinates></Point>",1507
madang-papua-new-guinea,8558,"Madang, Papua New Guinea",measle_white,"<Point><coordinates>145.784873,-5.233679</coordinates></Point>",1520
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1552
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1552
mtunzini-south-africa,5942,"Mtunzini, South Africa",measle_white,"<Point><coordinates>31.757877,-28.950660,0</coordinates></Point>",1552
maputo-mozambique,4252,"Maputo, Mozambique",measle_white,"<Point><coordinates>32.580631,-25.968533</coordinates></Point>",1552
dar-es-salaam-tanzania,4182,"Dar Es Salaam, Tanzania",measle_white,"<Point><coordinates>39.269690,-6.823229,0</coordinates></Point>",1552
mombasa-kenya,5896,"Mombasa, Kenya",measle_white,"<Point><coordinates>39.672815,-4.053211</coordinates></Point>",1552
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1536
alexandria-egypt,6044,"Alexandria, Egypt",measle_white,"<Point><coordinates>29.889812,31.191889</coordinates></Point>",1536
suez-egypt,5825,"Suez, Egypt",measle_white,"<Point><coordinates>32.530142,29.972261</coordinates></Point>",1536
karachi-pakistan,3259,"Karachi, Pakistan",measle_white,"<Point><coordinates>67.028563,24.889353</coordinates></Point>",1536
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1536
catania-italy,3214,"Catania, Italy",measle_white,"<Point><coordinates>15.067455,37.511613</coordinates></Point>",1536
tripoli-lebanon,8663,"Tripoli, Lebanon",measle_white,"<Point><coordinates>35.859145,34.439446</coordinates></Point>",1536
marseille-france,3210,"Marseille, France",measle_white,"<Point><coordinates>5.372636,43.293153</coordinates></Point>",1536
jeddah-saudi-arabia,4361,"Jeddah, Saudi Arabia",measle_white,"<Point><coordinates>39.182776,21.481249</coordinates></Point>",1536
chikura-japan,5885,"Chikura, Japan",measle_white,"<Point><coordinates>139.954603,34.976653</coordinates></Point>",1525
chaguaramas-trinidad-and-tobago,8838,"Chaguaramas, Trinidad and Tobago",measle_white,"<Point><coordinates>-61.650819,10.686137</coordinates></Point>",1290
chaguaramas-trinidad-and-tobago,8838,"Chaguaramas, Trinidad and Tobago",measle_white,"<Point><coordinates>-61.650819,10.686137</coordinates></Point>",1532
chabahar-iran,8849,"Chabahar, Iran",measle_white,"<Point><coordinates>60.629641,25.298240,0</coordinates></Point>",1689
chabahar-iran,8849,"Chabahar, Iran",measle_white,"<Point><coordinates>60.629641,25.298240,0</coordinates></Point>",1346
bandar-abbas-iran,8848,"Bandar Abbas, Iran",measle_white,"<Point><coordinates>56.274369,27.187204</coordinates></Point>",1346
kawaihae-hawaii-united-states,8973,"Kawaihae, Hawaii, United States",measle_white,"<Point><coordinates>-155.831389,20.039941</coordinates></Point>",1456
kawaihae-hawaii-united-states,8973,"Kawaihae, Hawaii, United States",measle_white,"<Point><coordinates>-155.831389,20.039941</coordinates></Point>",1455
kawaihae-hawaii-united-states,8973,"Kawaihae, Hawaii, United States",measle_white,"<Point><coordinates>-155.831389,20.039941</coordinates></Point>",1556
papenoo-french-polynesia,8974,"Papenoo, French Polynesia",measle_white,"<Point><coordinates>-149.441060,-17.512384,0</coordinates></Point>",1556
st-thomas-virgin-islands-u-s-,4359,"St. Thomas, Virgin Islands (U.S.)",measle_white,"<Point><coordinates>-64.904430,18.324513,0</coordinates></Point>",1073
valdez-alaska-united-states,5764,"Valdez, Alaska, United States",measle_white,"<Point><coordinates>-146.353317,61.130352</coordinates></Point>",1166
coleraine-united-kingdom,9038,"Coleraine, United Kingdom",measle_white,"<Point><coordinates>-6.676187,55.130745</coordinates></Point>",1080
accra-ghana,4181,"Accra, Ghana",measle_white,"<Point><coordinates>-0.201092,5.558308</coordinates></Point>",1357
moroni-comoros,4227,"Moroni, Comoros",measle_white,"<Point><coordinates>43.243418,-11.700668</coordinates></Point>",1246
maria-chiquita-panama,5928,"Maria Chiquita, Panama",measle_white,"<Point><coordinates>-79.753544,9.437310,0</coordinates></Point>",1078
sventoji-lithuania,5311,"Sventoji, Lithuania",measle_white,"<Point><coordinates>21.082394,56.028303</coordinates></Point>",1222
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1534
marseille-france,3210,"Marseille, France",measle_white,"<Point><coordinates>5.372636,43.293153</coordinates></Point>",1523
alexandria-egypt,6044,"Alexandria, Egypt",measle_white,"<Point><coordinates>29.889812,31.191889</coordinates></Point>",1523
matthew-town-bahamas,9581,"Matthew Town, Bahamas",measle_white,"<Point><coordinates>-73.683088,20.950488</coordinates></Point>",1510
port-au-prince-haiti,3878,"Port-au-Prince, Haiti",measle_white,"<Point><coordinates>-72.343148,18.542677</coordinates></Point>",1510
redondo-beach-california-united-states,4992,"Redondo Beach, California, United States",measle_white,"<Point><coordinates>-118.388047,33.844427</coordinates></Point>",1525
colombo-sri-lanka,3887,"Colombo, Sri Lanka",measle_white,"<Point><coordinates>79.872014,6.926764</coordinates></Point>",1517
al-faw-iraq,9596,"Al-Faw, Iraq",measle_white,"<Point><coordinates>48.531795,29.923335</coordinates></Point>",1346
zafarana-egypt,9486,"Zafarana, Egypt",measle_white,"<Point><coordinates>32.649869,29.116695</coordinates></Point>",1559
zafarana-egypt,9486,"Zafarana, Egypt",measle_white,"<Point><coordinates>32.649869,29.116695</coordinates></Point>",1739
zafarana-egypt,9486,"Zafarana, Egypt",measle_white,"<Point><coordinates>32.649869,29.116695</coordinates></Point>",1552
bude-united-kingdom,4554,"Bude, United Kingdom",measle_white,"<Point><coordinates>-4.544401,50.828110,0</coordinates></Point>",1547
tuas-singapore,5938,"Tuas, Singapore",measle_white,"<Point><coordinates>103.647101,1.338193</coordinates></Point>",1035
ocho-rios-jamaica,7688,"Ocho Rios, Jamaica",measle_white,"<Point><coordinates>-77.103204,18.398536</coordinates></Point>",1529
maruyama-japan,5887,"Maruyama, Japan",measle_white,"<Point><coordinates>139.816908,35.037493</coordinates></Point>",1513
port-vila-vanuatu,9086,"Port Vila, Vanuatu",measle_white,"<Point><coordinates>168.322753,-17.730353</coordinates></Point>",1795
port-vila-vanuatu,9086,"Port Vila, Vanuatu",measle_white,"<Point><coordinates>168.322753,-17.730353</coordinates></Point>",1682
jacksonville-florida-united-states,3655,"Jacksonville, Florida, United States",measle_white,"<Point><coordinates>-81.655741,30.331733</coordinates></Point>",1791
jacksonville-florida-united-states,3655,"Jacksonville, Florida, United States",measle_white,"<Point><coordinates>-81.655741,30.331733</coordinates></Point>",1727
jacksonville-florida-united-states,3655,"Jacksonville, Florida, United States",measle_white,"<Point><coordinates>-81.655741,30.331733</coordinates></Point>",1686
skalvik-sweden,10323,"Skalvik, Sweden",measle_white,"<Point><coordinates>12.683277,56.683186</coordinates></Point>",1688
vestero-denmark,10321,"Vestero, Denmark",measle_white,"<Point><coordinates>10.966969,57.272248</coordinates></Point>",1688
lyngsa-denmark,10320,"Lyngsa, Denmark",measle_white,"<Point><coordinates>10.514625,57.244807</coordinates></Point>",1688
deeside-clwyd-united-kingdom,10338,"Deeside Clwyd, United Kingdom",measle_white,"<Point><coordinates>-3.027556,53.201742</coordinates></Point>",1685
clonshaugh-ireland,10313,"Clonshaugh, Ireland",measle_white,"<Point><coordinates>-6.197915,53.410043</coordinates></Point>",1684
clair-united-kingdom,10354,"Clair, United Kingdom",measle_white,"<Point><coordinates>-2.399919,60.749883</coordinates></Point>",1576
schiehallion-united-kingdom,10353,"Schiehallion, United Kingdom",measle_white,"<Point><coordinates>-4.333414,60.333086</coordinates></Point>",1576
jeddah-saudi-arabia,4361,"Jeddah, Saudi Arabia",measle_white,"<Point><coordinates>39.182776,21.481249</coordinates></Point>",1558
zafarana-egypt,9486,"Zafarana, Egypt",measle_white,"<Point><coordinates>32.649869,29.116695</coordinates></Point>",1558
abu-talat-egypt,9485,"Abu Talat, Egypt",measle_white,"<Point><coordinates>29.702507,31.071870,0</coordinates></Point>",1559
abu-talat-egypt,9485,"Abu Talat, Egypt",measle_white,"<Point><coordinates>29.702507,31.071870,0</coordinates></Point>",1739
abu-talat-egypt,9485,"Abu Talat, Egypt",measle_white,"<Point><coordinates>29.702507,31.071870,0</coordinates></Point>",1558
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1558
poti-georgia,5530,"Poti, Georgia",measle_white,"<Point><coordinates>41.667638,42.150771</coordinates></Point>",1563
balchik-bulgaria,9594,"Balchik, Bulgaria",measle_white,"<Point><coordinates>28.167449,43.414344</coordinates></Point>",1563
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1561
marseille-france,3210,"Marseille, France",measle_white,"<Point><coordinates>5.372636,43.293153</coordinates></Point>",1573
homer-alaska-united-states,8392,"Homer, Alaska, United States",measle_white,"<Point><coordinates>-151.544282,59.646368</coordinates></Point>",1571
florence-oregon-united-states,8539,"Florence, Oregon, United States",measle_white,"<Point><coordinates>-124.099861,43.982118</coordinates></Point>",1571
anchorage-alaska-united-states,4067,"Anchorage, Alaska, United States",measle_white,"<Point><coordinates>-149.858345,61.217461</coordinates></Point>",1571
nikiski-alaska-united-states,8540,"Nikiski, Alaska, United States",measle_white,"<Point><coordinates>-151.291694,60.689824</coordinates></Point>",1571
nuuk-greenland,8488,"Nuuk, Greenland",measle_white,"<Point><coordinates>-51.729974,64.181131</coordinates></Point>",1569
qaqortoq-greenland,8543,"Qaqortoq, Greenland",measle_white,"<Point><coordinates>-46.035396,60.718926</coordinates></Point>",1569
landeyjar-iceland,8994,"Landeyjar, Iceland",measle_white,"<Point><coordinates>-20.142294,63.642167</coordinates></Point>",1569
landeyjasandur-iceland,8544,"Landeyjasandur, Iceland",measle_white,"<Point><coordinates>-20.666756,63.733085</coordinates></Point>",1568
blaabjerg-denmark,5818,"Blaabjerg, Denmark",measle_white,"<Point><coordinates>8.328982,55.751546</coordinates></Point>",1568
juneau-alaska-united-states,4816,"Juneau, Alaska, United States",measle_white,"<Point><coordinates>-134.406887,58.299494</coordinates></Point>",1567
wrangell-alaska-united-states,8549,"Wrangell, Alaska, United States",measle_white,"<Point><coordinates>-132.383842,56.470783</coordinates></Point>",1567
petersburg-alaska-united-states,8550,"Petersburg, Alaska, United States",measle_white,"<Point><coordinates>-132.970072,56.807600,0</coordinates></Point>",1567
hawk-inlet-alaska-united-states,8552,"Hawk Inlet, Alaska, United States",measle_white,"<Point><coordinates>-134.741848,58.128107</coordinates></Point>",1567
angoon-alaska-united-states,8553,"Angoon, Alaska, United States",measle_white,"<Point><coordinates>-134.582278,57.501838</coordinates></Point>",1567
sitka-alaska-united-states,8554,"Sitka, Alaska, United States",measle_white,"<Point><coordinates>-135.334426,57.052912</coordinates></Point>",1567
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1581
st-pauls-bay-malta,8561,"St. Paul's Bay, Malta",measle_white,"<Point><coordinates>14.415600,35.950481,0</coordinates></Point>",1581
banff-united-kingdom,8680,"Banff, United Kingdom",measle_white,"<Point><coordinates>-2.523650,57.666877,0</coordinates></Point>",1576
torshavn-faeroe-islands,8681,"Torshavn, Faeroe Islands",measle_white,"<Point><coordinates>-6.771841,62.017461</coordinates></Point>",1576
ayre-of-caira-united-kingdom,8682,"Ayre of Caira, United Kingdom",measle_white,"<Point><coordinates>-2.900114,58.833282</coordinates></Point>",1576
sandwick-united-kingdom,8683,"Sandwick, United Kingdom",measle_white,"<Point><coordinates>-1.238689,59.995977</coordinates></Point>",1576
maywick-united-kingdom,8684,"Maywick, United Kingdom",measle_white,"<Point><coordinates>-1.323797,60.003985</coordinates></Point>",1576
ajigaura-japan,5884,"Ajigaura, Japan",measle_white,"<Point><coordinates>140.612220,36.383586,0</coordinates></Point>",1592
shima-japan,5883,"Shima, Japan",measle_white,"<Point><coordinates>136.874331,34.336810,0</coordinates></Point>",1592
cavite-philippines,5931,"Cavite, Philippines",measle_white,"<Point><coordinates>120.820139,14.286233</coordinates></Point>",1592
pa-li-taiwan,5983,"Pa Li, Taiwan",measle_white,"<Point><coordinates>121.383225,25.149998</coordinates></Point>",1592
shindu-ri-korea-rep-,5977,"Shindu-Ri, Korea, Rep.",measle_white,"<Point><coordinates>126.391621,36.576262</coordinates></Point>",1592
tseung-kwan-o-hong-kong,5857,"Tseung Kwan O, Hong Kong",measle_white,"<Point><coordinates>114.258717,22.318261</coordinates></Point>",1858
tseung-kwan-o-hong-kong,5857,"Tseung Kwan O, Hong Kong",measle_white,"<Point><coordinates>114.258717,22.318261</coordinates></Point>",1617
tseung-kwan-o-hong-kong,5857,"Tseung Kwan O, Hong Kong",measle_white,"<Point><coordinates>114.258717,22.318261</coordinates></Point>",1679
tseung-kwan-o-hong-kong,5857,"Tseung Kwan O, Hong Kong",measle_white,"<Point><coordinates>114.258717,22.318261</coordinates></Point>",1592
qingdao-china,6012,"Qingdao, China",measle_white,"<Point><coordinates>120.342600,36.087102,0</coordinates></Point>",1592
chikura-japan,5885,"Chikura, Japan",measle_white,"<Point><coordinates>139.954603,34.976653</coordinates></Point>",1592
tanshui-taiwan,5982,"Tanshui, Taiwan",measle_white,"<Point><coordinates>121.462619,25.181345</coordinates></Point>",1592
fangshan-taiwan,5980,"Fangshan, Taiwan",measle_white,"<Point><coordinates>120.662132,22.249218</coordinates></Point>",1592
batangas-philippines,3218,"Batangas, Philippines",measle_white,"<Point><coordinates>121.064963,13.765530,0</coordinates></Point>",1592
shanghai-china,3246,"Shanghai, China",measle_white,"<Point><coordinates>121.472483,31.247553</coordinates></Point>",1592
chung-hom-kok-hong-kong,5856,"Chung Hom Kok, Hong Kong",measle_white,"<Point><coordinates>114.203053,22.222069</coordinates></Point>",1592
changi-south-singapore,5937,"Changi South, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1592
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1592
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1592
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1597
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1849
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1559
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1735
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1695
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1689
barka-oman,8947,"Barka, Oman",measle_white,"<Point><coordinates>58.004349,23.679393</coordinates></Point>",1580
monaco-monaco,3255,"Monaco, Monaco",measle_white,"<Point><coordinates>7.417654,43.732606</coordinates></Point>",1580
jeddah-saudi-arabia,4361,"Jeddah, Saudi Arabia",measle_white,"<Point><coordinates>39.182776,21.481249</coordinates></Point>",1580
mumbai-india,3212,"Mumbai, India",measle_white,"<Point><coordinates>72.875924,19.075782</coordinates></Point>",1580
tripoli-libya,4271,"Tripoli, Libya",measle_white,"<Point><coordinates>13.187280,32.877338,0</coordinates></Point>",1580
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1580
bude-united-kingdom,4554,"Bude, United Kingdom",measle_white,"<Point><coordinates>-4.544401,50.828110,0</coordinates></Point>",1580
gibraltar-gibraltar,8948,"Gibraltar, Gibraltar",measle_white,"<Point><coordinates>-5.347672,36.155949</coordinates></Point>",1580
al-seeb-oman,7646,"Al Seeb, Oman",measle_white,"<Point><coordinates>58.176126,23.684666</coordinates></Point>",1558
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1580
sesimbra-portugal,5934,"Sesimbra, Portugal",measle_white,"<Point><coordinates>-9.102748,38.442667</coordinates></Point>",1580
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1601
rengit-malaysia,8970,"Rengit, Malaysia",measle_white,"<Point><coordinates>103.147687,1.677157</coordinates></Point>",1601
bahar-ic-caghaq-malta,9028,"Bahar ic-Caghaq, Malta",measle_white,"<Point><coordinates>14.458764,35.934075</coordinates></Point>",1602
pozzallo-italy,8972,"Pozzallo, Italy",measle_white,"<Point><coordinates>14.853881,36.733684</coordinates></Point>",1602
charlestown-rhode-island-united-states,3580,"Charlestown, Rhode Island, United States",measle_white,"<Point><coordinates>-71.645882,41.411904</coordinates></Point>",1596
paget-bermuda,9069,"Paget, Bermuda",measle_white,"<Point><coordinates>-64.788708,32.280561</coordinates></Point>",1596
keawaula-hawaii-united-states,5754,"Keawaula, Hawaii, United States",measle_white,"<Point><coordinates>-158.151700,21.425683,0</coordinates></Point>",1600
chaguaramas-trinidad-and-tobago,8838,"Chaguaramas, Trinidad and Tobago",measle_white,"<Point><coordinates>-61.650819,10.686137</coordinates></Point>",1612
georgetown-guyana,3904,"Georgetown, Guyana",measle_white,"<Point><coordinates>-58.154922,6.804108</coordinates></Point>",1612
totness-suriname,9669,"Totness, Suriname",measle_white,"<Point><coordinates>-56.375382,5.886628</coordinates></Point>",1612
san-juan-puerto-rico-united-states,4262,"San Juan, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.106676,18.465821</coordinates></Point>",1829
jarry-guadeloupe,8836,"Jarry, Guadeloupe",measle_white,"<Point><coordinates>-61.554871,16.242971</coordinates></Point>",1829
baillif-guadeloupe,8834,"Baillif, Guadeloupe",measle_white,"<Point><coordinates>-61.713953,16.028908</coordinates></Point>",1829
saint-martin-guadeloupe,7875,"Saint Martin, Guadeloupe",measle_white,"<Point><coordinates>-63.050086,18.092774</coordinates></Point>",1829
saint-barthelemy-guadeloupe,7876,"Saint Barthelemy, Guadeloupe",measle_white,"<Point><coordinates>-62.833386,17.900099</coordinates></Point>",1829
needhams-point-barbados,6183,"Needham’s Point, Barbados",measle_white,"<Point><coordinates>-59.612734,13.078812</coordinates></Point>",1619
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819421,17.771876</coordinates></Point>",1619
basseterre-saint-kitts-and-nevis,4356,"Basseterre, Saint Kitts and Nevis",measle_white,"<Point><coordinates>-62.731238,17.298439</coordinates></Point>",1290
basseterre-saint-kitts-and-nevis,4356,"Basseterre, Saint Kitts and Nevis",measle_white,"<Point><coordinates>-62.731238,17.298439</coordinates></Point>",1619
rodney-bay-saint-lucia,8837,"Rodney Bay, Saint Lucia",measle_white,"<Point><coordinates>-60.988563,14.035647</coordinates></Point>",1619
kingstown-saint-vincent-and-the-grenadines,4219,"Kingstown, Saint Vincent and the Grenadines",measle_white,"<Point><coordinates>-61.254676,13.187894</coordinates></Point>",1290
kingstown-saint-vincent-and-the-grenadines,4219,"Kingstown, Saint Vincent and the Grenadines",measle_white,"<Point><coordinates>-61.254676,13.187894</coordinates></Point>",1619
st-georges-grenada,4244,"St. George's, Grenada",measle_white,"<Point><coordinates>-61.711610,12.187992,0</coordinates></Point>",1290
st-georges-grenada,4244,"St. George’s, Grenada",measle_white,"<Point><coordinates>-61.711610,12.187992,0</coordinates></Point>",1619
chaguaramas-trinidad-and-tobago,8838,"Chaguaramas, Trinidad and Tobago",measle_white,"<Point><coordinates>-61.650819,10.686137</coordinates></Point>",1619
st-johns-antigua-and-barbuda,4239,"St. John’s, Antigua and Barbuda",measle_white,"<Point><coordinates>-61.857947,17.051466</coordinates></Point>",1290
st-johns-antigua-and-barbuda,4239,"St. John’s, Antigua and Barbuda",measle_white,"<Point><coordinates>-61.857947,17.051466</coordinates></Point>",1619
le-lamentin-martinique,5905,"Le Lamentin, Martinique",measle_white,"<Point><coordinates>-61.094276,14.615530,0</coordinates></Point>",1619
canefield-dominica,8835,"Canefield, Dominica",measle_white,"<Point><coordinates>-61.384852,15.303323</coordinates></Point>",1619
seixal-portugal,9058,"Seixal, Portugal",measle_white,"<Point><coordinates>-9.107387,38.642276</coordinates></Point>",1173
seixal-portugal,9058,"Seixal, Portugal",measle_white,"<Point><coordinates>-9.107387,38.642276</coordinates></Point>",1565
accra-ghana,4181,"Accra, Ghana",measle_white,"<Point><coordinates>-0.201092,5.558308</coordinates></Point>",1565
majuro-republic-of-marshall-islands,9060,"Majuro, Republic of Marshall Islands",measle_white,"<Point><coordinates>171.185643,7.116217</coordinates></Point>",1605
kwajalein-republic-of-marshall-islands,7879,"Kwajalein, Republic of Marshall Islands",measle_white,"<Point><coordinates>167.424316,9.189751</coordinates></Point>",1605
pohnpei-federated-states-of-micronesia,9062,"Pohnpei, Federated States of Micronesia",measle_white,"<Point><coordinates>159.070219,7.786432</coordinates></Point>",1605
lagos-nigeria,3280,"Lagos, Nigeria",measle_white,"<Point><coordinates>3.423223,6.438874</coordinates></Point>",1565
apia-samoa,5705,"Apia, Samoa",measle_white,"<Point><coordinates>-171.766684,-13.833675</coordinates></Point>",1620
pago-pago-american-samoa,9070,"Pago Pago, American Samoa",measle_white,"<Point><coordinates>-170.695689,-14.276546</coordinates></Point>",1620
